Order,Family,Genus,Species,Binomial,Region,Distribution,Distribution Notes,Traits table filled by,Suggested expert,Elton Plant_Others,body_mass,data_source_body_mass,comment_body_mass,gut_type,data_source_gut_type,comments_gut_type,group_size_summer,data_source_group_size_summer,comments_group_size_summer,group_size_winter,data_source_group_size_winter,comment_group_size_winter,Litter_clutch_size,data_source_litter_clutch_size,comment_litter_clutch_size,Population_dynamics,data_source_population_dynamics,comment_population_dynamics,Habitat_type,data_source_habitat_type,comment_habitat_type,Belowground_feeding,data_source_belowground_feeding,comment_below_ground_feeding,Mobility,data_source_mobility,comment_mobility,Human_managed,data_source_human_managed,comment_human_managed,Diet_type,data_source_diet_type,comment_diet_type,diet_item_forb,data_source_diet_item_forb,comment_diet_item_forb,diet_item_graminoid,data_source_diet_item_graminoid,comment_diet_item_graminoid,diet_item_shrub,data_source_diet_item_shrub,comment_diet_item_shrub,diet_item_moss,data_source_diet_item_moss,comment_diet_item_moss,diet_item_lichen,data_source_diet_item_lichen,comment_diet_item_lichen,wintering_strategy,data_source_wintering_strategy,comment_wintering_strategy,Use_of_vegetation,data_source_use_of_vegetation,comment_use_of_vegetation
Rodentia,Cricetidae,Myodes,gapperi,Myodes gapperi,North America,,,Eeva Soininen,,50,19.83,EltonTraits,,hindgut_fermenter,,,solitary,"Merritt, J. F. (1981). Clethrionomys gapperi. Mammalian species, (146), 1-9.",,solitary,"Merritt, J. F. (1981). Clethrionomys gapperi. Mammalian species, (146), 1-9.",,5.37,PanTHERIA,,noncyclic,"Merritt, J. F. (1981). Clethrionomys gapperi. Mammalian species, (146), 1-9.",,terrestrial,"Merritt, J. F. (1981). Clethrionomys gapperi. Mammalian species, (146), 1-9.",,burrowing,expert (1),assumed,no,expert (3),assumed based on general small rodent ecology,none,,,facultative_generalist,"Merritt, J. F. (1981). Clethrionomys gapperi. Mammalian species, (146), 1-9.","fungi, seeds, animals important",1,"Merritt, J. F. (1981). Clethrionomys gapperi. Mammalian species, (146), 1-9.",Eeva guessing,1,"Merritt, J. F. (1981). Clethrionomys gapperi. Mammalian species, (146), 1-9.",,2,"Merritt, J. F. (1981). Clethrionomys gapperi. Mammalian species, (146), 1-9.",,1,"Merritt, J. F. (1981). Clethrionomys gapperi. Mammalian species, (146), 1-9.",,1,"Merritt, J. F. (1981). Clethrionomys gapperi. Mammalian species, (146), 1-9.",,active_below_snow,"Merritt, J. F. (1981). Clethrionomys gapperi. Mammalian species, (146), 1-9.",,ground_vegetation,,
Rodentia,Cricetidae,Myodes,glareolus,Myodes glareolus,Palaearctic,Western,,Jesus Adrian Chimal,,50,20.73,EltonTraits,,hindgut_fermenter,assumed,,solitary,Handbook of the mammals of the world,,solitary,Handbook of the mammals of the world,,5,Handbook of the mammals of the world,mean for litter size in book,cyclic,Handbook of the mammals of the world,mentioned clearly,terrestrial,Handbook of the mammals of the world,,burrowing,Handbook of the mammals of the world,,no,Handbook of the mammals of the world,,,,,obligatory_generalist,Handbook of the mammals of the world,,2,"Macdonald, D. W., & Norris, S. (2001). The encyclopedia of mammals: Facts on File New York.",,3,"Macdonald, D. W., & Norris, S. (2001). The encyclopedia of mammals: Facts on File New York.",,1,"Macdonald, D. W., & Norris, S. (2001). The encyclopedia of mammals: Facts on File New York.",,0,"Macdonald, D. W., & Norris, S. (2001). The encyclopedia of mammals: Facts on File New York.",,0,"Macdonald, D. W., & Norris, S. (2001). The encyclopedia of mammals: Facts on File New York.",,active_below_snow,Handbook of the mammals of the world,,ground_vegetation,,
Rodentia,Cricetidae,Myodes,rufocanus,Myodes rufocanus,Palaearctic,,,Eeva Soininen,,50,36.43,EltonTraits,,hindgut_fermenter,expert (3),,solitary,Ims 1989,,solitary,expert (2),,5.01,PanTHERIA,,cyclic,Kaneko et al 1998,Kaneko et al 1998: noncyclic populations in Hokkaido - that is outside our study area so I leave cyclic here,terrestrial,expert (3),,burrowing,expert (3),,no,expert (3),,none,expert (3),,obligatory_generalist,Soininen 2012 and references therein,reviewed in the introduction,3,Soininen 2012 and references therein,reviewed in the introduction,3,Soininen 2012 and references therein,reviewed in the introduction,3,Soininen 2012 and references therein,reviewed in the introduction,1,Soininen 2012 and references therein,reviewed in the introduction,0,Soininen 2012 and references therein,No studies seem to have found lichens - but at least some methods (like metabarcoding) could easily oversee them unless one particularly searches for them,active_below_snow,expert (3),,ground_vegetation,,
Rodentia,Cricetidae,Myodes,rutilus,Myodes rutilus,Biome,,,Katrine Hoset,,50,19.94,EltonTraits,,hindgut_fermenter,,,solitary,West 1977,,family_group,West 1977,,5.6,PanTHERIA,,cyclic_noncyclic,Boonstra and Krebs 2012,,terrestrial,,,none,,,no,expert (3),,none,,,facultative_generalist,"Bangs 1984, Boonstra and Krebs 2012",,1,"Bangs 1984, Boonstra and Krebs 2012",,1,"Bangs 1984, Boonstra and Krebs 2012",,2,"Bangs 1984, Boonstra and Krebs 2012",,1,Bangs 1984,,2,"Bangs 1984, Boonstra and Krebs 2012",,active_below_snow,,,ground_vegetation,,
Rodentia,Cricetidae,Myopus,schisticolor,Myopus schisticolor,Palaearctic,,,Jesus Adrian Chimal,,100,25.00,EltonTraits,,hindgut_fermenter,assumed,,solitary,Handbook of the mammals of the world,,solitary,Handbook of the mammals of the world,,7,Handbook of the mammals of the world,highest mean,cyclic,,,terrestrial,Handbook of the mammals of the world,,none,Handbook of the mammals of the world,,no,Handbook of the mammals of the world,,,,,facultative_generalist,Handbook of the mammals of the world,,1,Handbook of the mammals of the world,,1,Handbook of the mammals of the world,,1,Handbook of the mammals of the world,,3,Handbook of the mammals of the world,,0,Handbook of the mammals of the world,,active_below_snow,assumed,,ground_vegetation,Handbook of the mammals of the world,
Rodentia,Spalacidae,Myospalax,aspalax,Myospalax aspalax,Palaearctic,Mongolia,,Jesus Adrian Chimal,,50,237.75,EltonTraits,,hindgut_fermenter,assumed,,solitary,Handbook of the mammals of the world,,solitary,Handbook of the mammals of the world,,4.5,Handbook of the mammals of the world,,noncyclic,https://www.iucnredlist.org/species/14116/115120685#habitat-ecology,,terrestrial,Handbook of the mammals of the world,,burrowing,Handbook of the mammals of the world,,no,Handbook of the mammals of the world,,,,,facultative_generalist,https://www.iucnredlist.org/species/14116/115120685#habitat-ecology,,2,https://www.iucnredlist.org/species/14116/115120685#habitat-ecology,,3,https://www.iucnredlist.org/species/14116/115120685#habitat-ecology,,1,https://www.iucnredlist.org/species/14116/115120685#habitat-ecology,,0,https://www.iucnredlist.org/species/14116/115120685#habitat-ecology,,0,https://www.iucnredlist.org/species/14116/115120685#habitat-ecology,,active_below_snow,Handbook of the mammals of the world,,ground_vegetation,Handbook of the mammals of the world,
Rodentia,Spalacidae,Myospalax,psilurus,Myospalax psilurus,Palaearctic,Mongolia,,Jesus Adrian Chimal,,50,259.21,EltonTraits,,hindgut_fermenter,assumed,,solitary,assumed from close relatives,,solitary,assumed from close relatives,,3.11,PanTHERIA,,noncyclic,ASSUMED NO INFO CORROBORATING,,terrestrial,subterranean mammal,,burrowing,see habitat type,,no,"small, low motility",,,,,facultative_generalist,https://www.iucnredlist.org/species/14120/115121026#habitat-ecology,,2,https://www.iucnredlist.org/species/14120/115121026#habitat-ecology,,3,https://www.iucnredlist.org/species/14120/115121026#habitat-ecology,,0,https://www.iucnredlist.org/species/14120/115121026#habitat-ecology,,0,https://www.iucnredlist.org/species/14120/115121026#habitat-ecology,,0,https://www.iucnredlist.org/species/14120/115121026#habitat-ecology,,active_below_snow,assumed (hinted at),,ground_vegetation,subterranean,
Rodentia,Dipodidae,Napaeozapus,insignis,Napaeozapus insignis,North America,East,,Jesus Adrian Chimal,,30,22.30,EltonTraits,,hindgut_fermenter,assumed,,solitary,Handbook of the mammals of the world,,solitary,Handbook of the mammals of the world,,4.5,Handbook of the mammals of the world,Average of litter size,cyclic,https://www.iucnredlist.org/species/42612/115194392#population,,terrestrial,Handbook of the mammals of the world,,burrowing,Handbook of the mammals of the world,main food source underground fungi,no,Handbook of the mammals of the world,,,,,facultative_specialist,h¿Handbook of the mammals of the world,,2,"Linzey, D. W., & Linzey, A. V. (1973). Notes on Food of Small Mammals from Great Smoky Mountains National Park, Tennessee-North Carolina. Journal of the Elisha Mitchell Scientific Society, 89(1/2), 6-14. ",,1,"Linzey, D. W., & Linzey, A. V. (1973). Notes on Food of Small Mammals from Great Smoky Mountains National Park, Tennessee-North Carolina. Journal of the Elisha Mitchell Scientific Society, 89(1/2), 6-14. ",,2,"Linzey, D. W., & Linzey, A. V. (1973). Notes on Food of Small Mammals from Great Smoky Mountains National Park, Tennessee-North Carolina. Journal of the Elisha Mitchell Scientific Society, 89(1/2), 6-14. ",,0,"Linzey, D. W., & Linzey, A. V. (1973). Notes on Food of Small Mammals from Great Smoky Mountains National Park, Tennessee-North Carolina. Journal of the Elisha Mitchell Scientific Society, 89(1/2), 6-14. ",,0,"Linzey, D. W., & Linzey, A. V. (1973). Notes on Food of Small Mammals from Great Smoky Mountains National Park, Tennessee-North Carolina. Journal of the Elisha Mitchell Scientific Society, 89(1/2), 6-14. ",,hibernating,Handbook of the mammals of the world,,ground_vegetation,Handbook of the mammals of the world,
Rodentia,Cricetidae,Neotoma,cinerea,Neotoma cinerea,North America,Western,,Jesus Adrian Chimal,,70,299.15,EltonTraits,,hindgut_fermenter,assumed,,solitary,Handbook of the mammals of the world,,solitary,Handbook of the mammals of the world,,4,Handbook of the mammals of the world,mean form litter size,cyclic,https://www.iucnredlist.org/species/42673/115200351#population,,terrestrial,Handbook of the mammals of the world,,none,Handbook of the mammals of the world,,no,Handbook of the mammals of the world,,,,,obligatory_generalist,"Johnson, M. K., & Hansen, R. M. (1979). Foods of Cottontails and Woodrats in South-Central Idaho. Journal of Mammalogy, 60(1), 213-215. doi:10.2307/1379778",,2,"Johnson, M. K., & Hansen, R. M. (1979). Foods of Cottontails and Woodrats in South-Central Idaho. Journal of Mammalogy, 60(1), 213-215. doi:10.2307/1379778",,3,"Johnson, M. K., & Hansen, R. M. (1979). Foods of Cottontails and Woodrats in South-Central Idaho. Journal of Mammalogy, 60(1), 213-215. doi:10.2307/1379778",,1,"Johnson, M. K., & Hansen, R. M. (1979). Foods of Cottontails and Woodrats in South-Central Idaho. Journal of Mammalogy, 60(1), 213-215. doi:10.2307/1379778",,0,"Johnson, M. K., & Hansen, R. M. (1979). Foods of Cottontails and Woodrats in South-Central Idaho. Journal of Mammalogy, 60(1), 213-215. doi:10.2307/1379778",,0,"Johnson, M. K., & Hansen, R. M. (1979). Foods of Cottontails and Woodrats in South-Central Idaho. Journal of Mammalogy, 60(1), 213-215. doi:10.2307/1379778",,active_below_snow,https://www.iucnredlist.org/species/42673/115200351#habitat-ecology,,ground_vegetation,Handbook of the mammals of the world,
Lagomorpha,Ochotonidae,Ochotona,alpina,Ochotona alpina,Palaearctic,Mongolia,,Jesus Adrian Chimal,,100,1800.00,EltonTraits,,hindgut_fermenter,,,solitary,Handbook of the mammals of the world,mentioned as probaly,solitary,Handbook of the mammals of the world,mentioned as probably,3.07,PanTHERIA,,cyclic_noncyclic,IUCN ,,terrestrial,Handbook of the mammals of the world,,none,Handbook of the mammals of the world,,no,,"presumed, no information on Handbook of the mammals of the world",none,,,facultative_specialist,Handbook of the mammals of the world,"mostly specializes in difficult food such as bark, but eats shrubs as well to a lesser degree",2,Handbook of the mammals of the world,,0,Handbook of the mammals of the world,,2,Handbook of the mammals of the world,Handbook of the mammals of the world,0,Handbook of the mammals of the world,,0,Handbook of the mammals of the world,,active_above_ground,,,ground_vegetation,Handbook of the mammals of the world,
Lagomorpha,Ochotonidae,Ochotona,collaris,Ochotona collaris,North America,Western,,Eeva Soininen/Isabel Barrio,,100,1589.00,EltonTraits,,hindgut_fermenter,,,solitary,"Morrison, S. F., & Hik, D. S. (2007). Demographic Analysis of a Declining Pika Ochotona collaris Population: Linking Survival to Broad-Scale Climate Patterns via Spring Snowmelt Patterns. Journal of Animal Ecology, 76(5), 899-907. doi:10.1111/j.1365-2656.2007.01276.x",,solitary,"Morrison, S. F., & Hik, D. S. (2007). Demographic Analysis of a Declining Pika Ochotona collaris Population: Linking Survival to Broad-Scale Climate Patterns via Spring Snowmelt Patterns. Journal of Animal Ecology, 76(5), 899-907. doi:10.1111/j.1365-2656.2007.01276.x",,3.35,PanTHERIA,,cyclic_noncyclic,"Morrison, S. F., & Hik, D. S. (2007). Demographic Analysis of a Declining Pika Ochotona collaris Population: Linking Survival to Broad-Scale Climate Patterns via Spring Snowmelt Patterns. Journal of Animal Ecology, 76(5), 899-907. doi:10.1111/j.1365-2656.2007.01276.x",,terrestrial,Handbook of the mammals of the world,,grubbing,Handbook of the mammals of the world,eats roots,no,,"presumed, no information on Handbook of the mammals of the world",none,,,facultative_generalist,Handbook of the mammals of the world,,1,"Horn, H. L. (2013). The role of habitat quality and climate in the dynamics of occupancy and survival of a population of collared pikas (Ochotona collaris) in the Ruby Range, Yukon Territory. In: University of Alberta Libraries.",,3,"Horn, H. L. (2013). The role of habitat quality and climate in the dynamics of occupancy and survival of a population of collared pikas (Ochotona collaris) in the Ruby Range, Yukon Territory. In: University of Alberta Libraries.",,1,"Horn, H. L. (2013). The role of habitat quality and climate in the dynamics of occupancy and survival of a population of collared pikas (Ochotona collaris) in the Ruby Range, Yukon Territory. In: University of Alberta Libraries.",,0,Handbook of the mammals of the world,,1,Handbook of the mammals of the world,,active_above_ground,,,ground_vegetation,Handbook of the mammals of the world,
Lagomorpha,Ochotonidae,Ochotona,dauurica,Ochotona dauurica,Palaearctic,Mongolia,,Jesus Adrian Chimal,,100,1555.00,EltonTraits,,hindgut_fermenter,,,family_group,Handbook of the mammals of the world,,solitary,Handbook of the mammals of the world,,5.91,PanTHERIA,,cyclic,"Ognev, S. I. Mammals of Eastern Europe and Northern Asia: Pub. for the Smithsonian Institution and the National Science Foundation, Washington, D.C., by the Israel Program for Scientific Translations.",,terrestrial,Handbook of the mammals of the world,,none,Handbook of the mammals of the world,,no,Handbook of the mammals of the world,,none,,,facultative_generalist,Handbook of the mammals of the world,,3,Handbook of the mammals of the world,,3,Handbook of the mammals of the world,,2,Handbook of the mammals of the world,,0,Handbook of the mammals of the world,,0,Handbook of the mammals of the world,,active_above_ground,Handbook of the mammals of the world,,ground_vegetation,Handbook of the mammals of the world,
Lagomorpha,Ochotonidae,Ochotona,hoffmanni,Ochotona hoffmanni,Palaearctic,Russia-Very narrow,,Jesus Adrian Chimal,,100,150.00,EltonTraits,,hindgut_fermenter,,,solitary,Handbook of the mammals of the world,,solitary,Handbook of the mammals of the world,,3.07,The alpine pike is generally mentioned to be very similar to this one. No true information on it's litter size.,,noncyclic,IUCN extremly small populations,,terrestrial,Handbook of the mammals of the world,,none,Handbook of the mammals of the world,,no,Handbook of the mammals of the world,,none,,,facultative_generalist,Handbook of the mammals of the world,"broad range of easy foods, during winter mostly eat stored hay",2,Handbook of the mammals of the world,,3,Handbook of the mammals of the world,during winter they rely on hay piles,0,Handbook of the mammals of the world,,0,Handbook of the mammals of the world,,1,Handbook of the mammals of the world,,active_above_snow,Handbook of the mammals of the world,hay piles are stored above ground in trees,ground_vegetation,Handbook of the mammals of the world,
Lagomorpha,Ochotonidae,Ochotona,hyperborea,Ochotona hyperborea,Palaearctic,Russia-East,,Eeva Soininen/Isabel Barrio,,100,109.00,EltonTraits,,hindgut_fermenter,,,solitary,Handbook of the mammals of the world,,solitary,Handbook of the mammals of the world,,3.02,panTHERIA,,noncyclic,IUCN,,terrestrial,Handbook of the mammals of the world,,none,Handbook of the mammals of the world,,no,Handbook of the mammals of the world,,none,,,facultative_specialist,Handbook of the mammals of the world,Small variation on grasses,3,Handbook of the mammals of the world,during summer,3,Handbook of the mammals of the world,reliance on hay piles and small ammount of species,0,Handbook of the mammals of the world,,0,Handbook of the mammals of the world,,0,Handbook of the mammals of the world,,active above_ground,Handbook of the mammals of the world,"active in cold temperatures during sunlight hours, pressumed sunbathing above ground",ground_vegetation,Handbook of the mammals of the world,
Lagomorpha,Ochotonidae,Ochotona,pusilla,Ochotona pusilla,Palaearctic,Kazakstan,,Jesus Adrian Chimal,,100,142.15,EltonTraits,,hindgut_fermenter,,,family_group,"Walker, E. P., & Nowak, R. M. (1999). Walker's mammals of the world : Vol. 1 (6th ed. Ronald M. Nowak. ed. Vol. Vol. 1). Baltimore, Md: Johns Hopkins University Press.",,family_group,"Walker, E. P., & Nowak, R. M. (1999). Walker's mammals of the world : Vol. 1 (6th ed. Ronald M. Nowak. ed. Vol. Vol. 1). Baltimore, Md: Johns Hopkins University Press.",,8.59,panTHERIA,,cyclic_noncyclic,IUCN,,terrestrial,Handbook of the mammals of the world,,none,Handbook of the mammals of the world,,no,Handbook of the mammals of the world,,none,,,facuktative_generalist,,,1,https://animaldiversity.org/accounts/Ochotona_pusilla/#471730fff694d93c1e1a4443e4a6da13,,3,https://animaldiversity.org/accounts/Ochotona_pusilla/#471730fff694d93c1e1a4443e4a6da13,,0,https://animaldiversity.org/accounts/Ochotona_pusilla/#471730fff694d93c1e1a4443e4a6da13,,0,https://animaldiversity.org/accounts/Ochotona_pusilla/#471730fff694d93c1e1a4443e4a6da13,,0,https://animaldiversity.org/accounts/Ochotona_pusilla/#471730fff694d93c1e1a4443e4a6da13,Couldn't find a better source,active above_ground,,,ground_vegetation,Handbook of the mammals of the world,
